"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.07.2021","1.974,69","1.965,32","1.975,08","1.965,32","","0,51%"
"30.06.2021","1.964,75","1.961,30","1.967,08","1.959,82","","0,13%"
"29.06.2021","1.962,23","1.962,48","1.964,91","1.959,77","","0,04%"
"28.06.2021","1.961,45","1.954,48","1.962,03","1.953,51","","0,46%"
"25.06.2021","1.952,49","1.953,35","1.955,64","1.950,04","","0,17%"
"24.06.2021","1.949,19","1.946,08","1.953,40","1.946,08","","0,55%"
"23.06.2021","1.938,58","1.942,19","1.945,15","1.937,86","","-0,12%"
"22.06.2021","1.940,89","1.928,14","1.944,85","1.926,04","","0,66%"
"21.06.2021","1.928,24","1.908,19","1.929,32","1.907,62","","1,16%"
"18.06.2021","1.906,08","1.918,36","1.918,36","1.904,92","","-1,14%"
"17.06.2021","1.928,11","1.920,31","1.933,19","1.916,87","","0,30%"
"16.06.2021","1.922,28","1.932,58","1.934,47","1.910,52","","-0,46%"
"15.06.2021","1.931,18","1.936,79","1.937,93","1.928,67","","-0,31%"
"14.06.2021","1.937,21","1.930,34","1.937,39","1.925,60","","0,39%"
"11.06.2021","1.929,59","1.928,48","1.930,17","1.923,03","","0,15%"
"10.06.2021","1.926,72","1.919,53","1.931,70","1.917,65","","0,57%"
"09.06.2021","1.915,81","1.920,23","1.923,63","1.915,36","","-0,06%"
"08.06.2021","1.916,87","1.921,89","1.923,28","1.909,66","","-0,05%"
"07.06.2021","1.917,81","1.915,25","1.918,56","1.909,66","","0,11%"
"04.06.2021","1.915,73","1.902,25","1.917,21","1.902,25","","1,05%"
"03.06.2021","1.895,87","1.895,47","1.902,27","1.885,60","","-0,42%"
"02.06.2021","1.903,85","1.902,40","1.908,29","1.898,15","","0,19%"
"01.06.2021","1.900,33","1.910,17","1.916,62","1.899,19","","-0,22%"
"28.05.2021","1.904,55","1.908,43","1.912,56","1.904,24","","0,05%"
"27.05.2021","1.903,67","1.906,81","1.912,15","1.902,73","","-0,06%"
"26.05.2021","1.904,83","1.903,55","1.908,78","1.899,52","","0,15%"
"25.05.2021","1.901,96","1.909,82","1.913,70","1.899,17","","-0,17%"
"24.05.2021","1.905,15","1.890,06","1.910,75","1.890,06","","1,17%"
"21.05.2021","1.883,16","1.891,12","1.897,78","1.881,71","","-0,16%"
"20.05.2021","1.886,16","1.867,99","1.891,93","1.867,99","","1,15%"
"19.05.2021","1.864,75","1.854,36","1.865,39","1.840,45","","-0,21%"
"18.05.2021","1.868,68","1.885,78","1.888,05","1.867,78","","-0,84%"
"17.05.2021","1.884,56","1.888,99","1.889,33","1.874,25","","-0,30%"
"14.05.2021","1.890,32","1.870,48","1.894,26","1.870,48","","1,49%"
"13.05.2021","1.862,48","1.847,86","1.872,13","1.847,86","","1,14%"
"12.05.2021","1.841,42","1.867,68","1.871,56","1.838,20","","-2,07%"
"11.05.2021","1.880,26","1.875,04","1.883,78","1.860,96","","-0,78%"
"10.05.2021","1.895,01","1.915,83","1.918,45","1.894,89","","-1,26%"
"07.05.2021","1.919,28","1.914,37","1.924,34","1.909,19","","0,58%"
"06.05.2021","1.908,27","1.889,88","1.908,85","1.881,50","","1,02%"
"05.05.2021","1.889,01","1.894,26","1.900,45","1.886,75","","0,07%"
"04.05.2021","1.887,72","1.897,77","1.897,77","1.871,23","","-0,90%"
"03.05.2021","1.904,78","1.905,63","1.916,08","1.902,48","","0,21%"
"30.04.2021","1.900,83","1.907,24","1.908,33","1.898,23","","-0,63%"
"29.04.2021","1.912,85","1.911,99","1.918,61","1.896,36","","0,72%"
"28.04.2021","1.899,22","1.899,04","1.908,99","1.898,53","","-0,06%"
"27.04.2021","1.900,30","1.901,92","1.904,60","1.895,93","","-0,07%"
"26.04.2021","1.901,59","1.900,53","1.904,65","1.898,96","","0,18%"
"23.04.2021","1.898,23","1.879,46","1.904,95","1.879,46","","1,04%"
"22.04.2021","1.878,70","1.896,94","1.900,08","1.873,28","","-1,06%"
"21.04.2021","1.898,75","1.881,21","1.899,35","1.878,50","","0,69%"
"20.04.2021","1.885,68","1.897,15","1.897,15","1.877,38","","-0,70%"
"19.04.2021","1.899,05","1.905,43","1.907,07","1.893,25","","-0,51%"
"16.04.2021","1.908,86","1.903,00","1.911,16","1.900,50","","0,35%"
"15.04.2021","1.902,12","1.887,32","1.903,76","1.887,32","","1,21%"
"14.04.2021","1.879,42","1.891,37","1.892,47","1.877,51","","-0,64%"
"13.04.2021","1.891,60","1.883,76","1.894,66","1.882,40","","0,52%"
"12.04.2021","1.881,82","1.880,27","1.883,90","1.875,19","","-0,06%"
"09.04.2021","1.882,89","1.865,32","1.883,21","1.864,91","","0,85%"
"08.04.2021","1.867,07","1.864,21","1.867,58","1.861,10","","0,50%"
"07.04.2021","1.857,72","1.849,89","1.858,91","1.848,95","","0,41%"
"06.04.2021","1.850,10","1.851,29","1.855,97","1.847,27","","-0,13%"
"05.04.2021","1.852,56","1.829,71","1.855,52","1.829,71","","1,65%"
"01.04.2021","1.822,54","1.812,25","1.823,10","1.812,25","","1,15%"
"31.03.2021","1.801,88","1.797,77","1.811,67","1.797,27","","0,52%"
"30.03.2021","1.792,63","1.796,92","1.797,11","1.786,53","","-0,47%"
"29.03.2021","1.801,01","1.796,70","1.804,83","1.785,90","","0,16%"
"26.03.2021","1.798,10","1.773,46","1.799,96","1.772,81","","1,50%"
